158, -5, 44, 29, 6, 11
144, -4, 43, 21, 7, 13
144, -4, 43, 21, 7, 13
134, 4, 30, 29, 6, 3
134, 4, 30, 29, 6, 3
165, -3, 32, 34, 9, 13
133, -4, 33, 21, 3, 9
133, -4, 33, 21, 3, 9
166, -2, 30, 30, 13, 11
166, -2, 30, 30, 13, 11
163, -3, 44, 26, 7, 15
160, 1, 36, 36, 8, 7
160, 1, 36, 36, 8, 7
129, -1, 32, 20, 3, 7
145, 2, 31, 22, 7, 9
145, 2, 31, 22, 7, 9
137, 6, 24, 32, 10, 4
137, 6, 24, 32, 10, 4
161, 3, 29, 25, 11, 10
161, 3, 29, 25, 11, 10
177, -4, 28, 31, 12, 15
121, 5, 18, 29, 12, 3
121, 5, 18, 29, 12, 3
158, -4, 29, 30, 7, 12
158, -4, 29, 30, 7, 12
167, 2, 25, 45, 10, 8
188, 1, 31, 44, 13, 10
188, 1, 31, 44, 13, 10
145, -3, 32, 34, 7, 9
177, -3, 45, 29, 9, 15
183, -2, 35, 34, 15, 18
183, -2, 35, 34, 15, 18
169, -4, 37, 34, 10, 9
158, -1, 24, 29, 12, 10
158, -1, 24, 29, 12, 10
146, 3, 29, 27, 8, 8
145, -3, 29, 34, 6, 5
145, -3, 29, 34, 6, 5
157, 5, 25, 39, 15, 9
157, 5, 25, 39, 15, 9
165, -3, 39, 30, 9, 12
139, -2, 31, 30, 9, 9
139, -2, 31, 30, 9, 9
148, 1, 30, 42, 8, 3
148, 1, 30, 42, 8, 3
177, -3, 40, 29, 11, 18
135, -4, 32, 25, 6, 9
135, -4, 32, 25, 6, 9
157, -1, 22, 53, 13, 9
157, -1, 22, 53, 13, 9
148, 4, 29, 25, 9, 13
139, -4, 30, 26, 4, 10
139, -4, 30, 26, 4, 10
183, -3, 37, 32, 12, 15
166, 3, 27, 37, 12, 9
166, 3, 27, 37, 12, 9
148, 6, 22, 38, 13, 9
148, 6, 22, 38, 13, 9
166, 2, 21, 42, 13, 10
154, 2, 23, 44, 11, 8
154, 2, 23, 44, 11, 8
143, -1, 39, 25, 4, 7
167, 3, 28, 39, 13, 9
167, 3, 28, 39, 13, 9
158, -3, 44, 25, 6, 12
188, -3, 47, 27, 14, 18
188, -3, 47, 27, 14, 18
161, -2, 35, 31, 8, 15
134, -5, 31, 19, 4, 9
134, -5, 31, 19, 4, 9
190, -3, 30, 44, 17, 16
125, -7, 19, 25, 8, 11
125, -7, 19, 25, 8, 11
136, 1, 31, 18, 5, 9
136, 1, 31, 18, 5, 9
152, 5, 29, 38, 10, 5
152, 5, 29, 38, 10, 5
183, -2, 37, 33, 12, 14
134, 3, 26, 21, 8, 7
134, 3, 26, 21, 8, 7
171, 4, 40, 30, 12, 10
171, 4, 40, 30, 12, 10
205, 2, 38, 46, 16, 15
166, 1, 33, 30, 10, 9
161, 3, 34, 39, 10, 8
161, 3, 34, 39, 10, 8
133, 6, 28, 27, 8, 4
133, 6, 28, 27, 8, 4
178, -2, 49, 27, 12, 13
199, 4, 52, 45, 14, 12
168, 5, 35, 36, 13, 7
168, 5, 35, 36, 13, 7
131, 6, 28, 19, 14, 6
131, 6, 28, 19, 14, 6
168, -1, 30, 31, 13, 13
156, 1, 27, 45, 9, 8
156, 1, 27, 45, 9, 8
173, 2, 31, 33, 13, 13
139, -1, 26, 28, 7, 6
139, -1, 26, 28, 7, 6
